PitchNo,Date,Time,Pitcher,PitcherId,PitcherThrows,PitcherTeam,PitcherSet,TaggedPitchType,PitchSession,Flag,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,PlayID,CalibrationId,EffVelocity,PracticeType,Device,Direction,BatterId,Batter,HitSpinRate,HitType,ExitSpeed,BatterSide,Angle,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,HangTime,Bearing,ContactPositionX,ContactPositionY,ContactPositionZ,SpinAxis3dTransverseAngle,SpinAxis3dLongitudinalAngle,SpinAxis3dActiveSpinRate,SpinAxis3dSpinEfficiency,SpinAxis3dTilt
1,2025-02-09,12:09:20.29,"Bergsma, Charley",1000277757,Left,HAR_CRI,,Sinker,Live,,86.94514,-0.9650651971,1.982864345,1964.602887,127.2856035,10:15,5.87147,-2.11552,6.36733,-25.26204,11.11521,-14.63374,2.87779,-1.50994,79.12039,-5.759340278,-0.8047336104,0.4340965719,8.63718,6.39854,1.97933,50,5.79001,-3.95942,-126.52705,-2.85961,13.89827,27.59525,-21.87801,288c9968-b4fc-477f-96c5-a2c7fe241862,f25a6c5e-1451-44b0-b7e1-745ae23f5320,86.82962,LiveBpPitching,22420025,,1000196492,"Lane, Max",,,,Right,,,,,,,,,,,,,,,,
2,2025-02-09,12:09:33.28,"Bergsma, Charley",1000277757,Left,HAR_CRI,,Sinker,Live,,87.52,-2.034376033,2.963588378,2053.56018,128.7747584,10:15,5.84819,-1.9567,6.23462,-24.36984,11.9276,-14.86255,1.93764,-0.45931,79.37956,-6.648883206,0.1358343721,0.4336200918,9.05689,7.16221,1.7433,50,5.68447,-6.14244,-127.14918,-5.24427,14.663,28.75828,-20.57852,62bcd7c6-21ac-4d56-a8f0-66fe14b7c978,f25a6c5e-1451-44b0-b7e1-745ae23f5320,86.92503,LiveBpPitching,22420025,,1000196492,"Lane, Max",,,,Right,,,,,,,,,,,,,,,,
3,2025-02-09,12:09:47.29,"Bergsma, Charley",1000277757,Left,HAR_CRI,,ChangeUp,Live,,80.72944,-1.451513343,2.022222193,1672.612692,133.932831,10:30,5.77588,-2.174,6.60739,-32.35529,9.75392,-10.1543,1.74912,-1.16736,73.20444,-7.623890609,0.0720969446,0.467046354,6.29317,5.88677,2.04083,50,5.66374,-3.89099,-117.45196,-3.79411,8.65621,25.42383,-24.07683,d01da2a1-54dc-4e03-a2da-cc28e93dd653,f25a6c5e-1451-44b0-b7e1-745ae23f5320,80.70385,LiveBpPitching,22420025,,1000196492,"Lane, Max",,,,Right,,,,,,,,,,,,,,,,
4,2025-02-09,12:10:01.91,"Bergsma, Charley",1000277757,Left,HAR_CRI,,Fastball,Live,,87.99032,0.7940930585,1.499090869,2124.173536,139.0530609,10:45,5.94737,-2.08969,6.19654,-19.0959,16.86247,-14.66517,5.08931,-1.92777,79.26135,-2.842456193,-1.295723185,0.4315900232,8.50346,8.97293,1.98446,50,5.99745,-2.91026,-127.99352,1.20259,13.90512,29.93263,-17.50124,7f77dd8a-1c27-4d63-9b96-a5a3d2f5cae6,f25a6c5e-1451-44b0-b7e1-745ae23f5320,87.3339,LiveBpPitching,22420025,,1000196492,"Lane, Max",,,,Right,,,,,,,,,,,,,,,,
5,2025-02-09,12:10:19.80,"Bergsma, Charley",1000277757,Left,HAR_CRI,,Sinker,Live,,86.56684,-0.8774161225,2.386345074,2038.489555,118.2795897,10:00,5.91742,-1.98935,6.48903,-28.12513,8.38229,-15.63069,2.7675,-1.10016,78.9043,-6.221942286,-0.5958847002,0.4348725644,9.33579,4.8872,1.82918,50,5.84349,-4.81305,-125.97873,-2.71727,14.90627,27.13739,-24.37075,a3ce4106-a4a0-4672-86fd-be14e12f3eb7,f25a6c5e-1451-44b0-b7e1-745ae23f5320,86.67468,LiveBpPitching,22420025,-8.127777317,1000196492,"Lane, Max",,GroundBall,93.44904,Right,-7.724000703,,,,18.68406,16.64327,0.136059803,-3.29942972,0.86077,2.82789,1.0855,,,,,
6,2025-02-09,12:10:56.09,"Bergsma, Charley",1000277757,Left,HAR_CRI,,Fastball,Live,,85.53121,-2.727218052,3.791255012,2099.818606,142.0882921,10:45,5.83491,-2.05911,6.36228,-21.04379,16.92791,-13.18983,1.56446,0.3353,77.39943,-6.722598238,1.276911857,0.4435079708,8.45286,10.17553,1.79116,50,5.62761,-7.85304,-124.10695,-6.51688,13.01656,27.77578,-16.50475,5b7a9d58-3bd3-4463-88db-1e5713d2b70b,f25a6c5e-1451-44b0-b7e1-745ae23f5320,84.98706,LiveBpPitching,22420025,,1000316933,"Shulman, Tyler",,,,Left,,,,,,,,,,,,,,,,
7,2025-02-09,12:11:12.20,"Bergsma, Charley",1000277757,Left,HAR_CRI,,Fastball,Live,,86.36914,-1.849587552,3.718382634,2035.452011,148.4609271,11:00,5.80463,-2.01,6.4223,-20.07476,17.12465,-10.53226,2.42762,0.53463,77.85701,-5.677822154,1.705886521,0.4389745941,7.01754,10.05017,1.74985,50,5.66361,-7.85467,-125.40045,-4.62035,10.9989,29.07341,-16.42197,8580034d-99aa-481f-861b-80d3f9c8d9a1,f25a6c5e-1451-44b0-b7e1-745ae23f5320,85.86474,LiveBpPitching,22420025,,1000316933,"Shulman, Tyler",,,,Left,,,,,,,,,,,,,,,,
8,2025-02-09,12:11:44.42,"Bergsma, Charley",1000277757,Left,HAR_CRI,,Slider,Live,,77.36355,,,2491.592299,,,5.87733,-2.13447,6.30512,,,,2.60424,-0.84735,71.04493,-8.080329753,2.209258723,0.4874558628,-4.2839,-0.28853,2.08233,50,5.90009,-1.50746,-112.66367,0.00999,-5.48327,21.26232,-32.54336,279f99af-4ca8-48a0-9c28-cef6866368de,f25a6c5e-1451-44b0-b7e1-745ae23f5320,77.32482,LiveBpPitching,22420025,,1000316933,"Shulman, Tyler",,,,Left,,,,,,,,,,,,,,,,
9,2025-02-09,12:12:00.75,"Bergsma, Charley",1000277757,Left,HAR_CRI,,Slider,Live,,80.12773,0.1658860652,2.279747971,,,,5.89383,-2.15816,5.9953,-44.22088,0.34879,2.07938,2.36258,0.12852,71.41182,-8.255276797,2.678127123,0.4804975084,-0.26503,0.1271,1.97776,50,5.88318,-4.68828,-116.31321,-0.89305,-0.3504,28.90396,-32.00601,9c3c87e7-a16d-47a9-984c-ef7f45753055,f25a6c5e-1451-44b0-b7e1-745ae23f5320,78.44461,LiveBpPitching,22420025,-5.18028581,1000316933,"Shulman, Tyler",,FlyBall,85.35007,Left,33.65267419,,,,320.12296,75.98828,4.837090575,-10.81574867,1.82438,2.46553,-0.04093,,,,,
10,2025-02-09,12:13:08.69,"Bergsma, Charley",1000277757,Left,HAR_CRI,,ChangeUp,Live,,80.6559,-1.849557707,3.600457012,1719.078155,121.2191734,10:00,5.59815,-2.3523,6.93764,-32.13996,9.38644,-15.51493,1.23264,-0.36414,73.5754,-7.993895317,0.6157385648,0.4638029492,9.80504,5.83254,2.13373,50,5.47152,-7.01523,-117.27275,-4.54828,13.53268,24.02847,-24.12411,8c3c200c-0e43-4e82-8f3c-1f28d838eade,f25a6c5e-1451-44b0-b7e1-745ae23f5320,81.26822,LiveBpPitching,22420025,,1000139698,"Colasante, Gio",,,,Right,,,,,,,,,,,,,,,,
